valid_time,latitude,longitude,swvl1,swvl2,swvl3,swvl4,stl1,stl2,stl3,stl4,number,expver,fecha_actualizacion
2025-10-16,13.600000000000001,-89.40000000000003,0.4006958,0.4141388,0.42082214,0.42695618,297.18408,297.29065,297.2085,298.15186,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.30000000000004,0.40159607,0.41397095,0.42567444,0.42973328,296.98682,297.01135,296.937,297.8706,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.20000000000005,0.40060425,0.40963745,0.42799377,0.43241882,297.354,297.33752,297.24756,298.18896,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.10000000000005,0.40170288,0.40655518,0.42759705,0.433609,298.28174,298.3258,297.9995,298.97607,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.0,0.40299988,0.4068756,0.42860413,0.43302917,298.30127,298.3141,298.0581,299.06592,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.80000000000001,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.70000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.60000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.50000000000003,0.41007996,0.41415405,0.42181396,0.39146423,299.3872,299.61682,299.5581,300.7085,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.40000000000003,0.41030884,0.41429138,0.4206848,0.38516235,299.22705,299.4137,299.37256,300.4956,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.30000000000004,0.40808105,0.41360474,0.4189453,0.37989807,299.33838,299.53284,299.4546,300.56982,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.20000000000005,0.43284607,0.4299469,0.45622253,0.46536255,299.92432,299.9879,300.0542,301.17334,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.10000000000005,0.43695068,0.44429016,0.46620178,0.46305847,300.07666,300.23596,300.27295,301.42725,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.500000000000002,-89.0,0.43832397,0.44343567,0.46488953,0.45802307,300.0122,300.11487,300.11084,301.28662,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.80000000000001,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.70000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.60000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.50000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.40000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.30000000000004,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.20000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.10000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.400000000000002,-89.0,0.48710632,0.49717712,0.5044098,0.4376068,300.81494,300.859,301.11865,302.40967,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.80000000000001,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.70000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.60000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.50000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.40000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.30000000000004,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.20000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.10000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.300000000000002,-89.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.80000000000001,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.70000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.60000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.50000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.40000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.30000000000004,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.20000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.10000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.200000000000003,-89.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.80000000000001,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.70000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.60000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.50000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.40000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.30000000000004,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.20000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.10000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.100000000000003,-89.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.80000000000001,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.70000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.60000000000002,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.50000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.40000000000003,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.30000000000004,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.20000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.10000000000005,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.0,-89.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
