valid_time,latitude,longitude,swvl1,swvl2,swvl3,swvl4,stl1,stl2,stl3,stl4,number,expver,fecha_actualizacion
2025-10-16,14.0,-90.0,0.48779297,0.4885254,0.4814911,0.50868225,297.55908,297.6676,297.9624,298.98193,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.9,0.48728943,0.4915161,0.48828125,0.5113373,297.33447,297.26135,297.54834,298.55225,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.80000000000001,0.47921753,0.4716034,0.49131775,0.5122223,296.71143,296.5504,296.95264,298.0171,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.70000000000002,0.461792,0.4509735,0.4984131,0.48381042,296.70557,296.5133,296.9585,298.1089,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.60000000000002,0.47280884,0.46522522,0.5015106,0.44789124,296.9673,296.71643,297.15186,298.33936,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.50000000000003,0.48524475,0.48947144,0.45820618,0.3700714,297.69775,297.4508,298.07568,299.51318,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.40000000000003,0.4760437,0.4716339,0.3486328,0.33024597,298.64307,298.30432,299.1421,300.84326,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.30000000000004,0.45716858,0.45407104,0.3398285,0.33370972,298.93604,298.65198,299.47217,301.19092,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.20000000000005,0.4469452,0.4513092,0.33418274,0.33287048,299.2876,299.0758,299.88232,301.7163,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.10000000000005,0.47618103,0.4766388,0.41183472,0.36953735,299.20947,298.9098,299.46045,301.06592,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,14.0,-89.0,0.43130493,0.43260193,0.44857788,0.39668274,298.92236,298.58948,298.7085,299.9038,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-90.0,0.48695374,0.47991943,0.49656677,0.50883484,298.34033,298.56604,298.75732,299.771,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.9,0.46905518,0.47340393,0.4754181,0.4937744,296.59033,296.65784,296.79834,297.6714,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.80000000000001,0.42286682,0.4264984,0.43486023,0.44326782,295.53564,295.5758,295.63232,296.5288,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.70000000000002,0.41622925,0.41506958,0.43722534,0.43815613,294.8247,294.74963,294.87646,295.84717,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.60000000000002,0.4184265,0.4236908,0.4372406,0.3834839,295.8208,295.50745,295.62646,296.6499,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.50000000000003,0.42060852,0.4289856,0.41581726,0.3179779,297.42432,297.01917,297.25342,298.48975,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.40000000000003,0.42997742,0.42738342,0.2929077,0.26454163,298.45752,298.25745,298.84717,300.50928,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.30000000000004,0.4770813,0.47335815,0.37109375,0.34031677,299.05908,298.79456,299.47803,301.1421,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.20000000000005,0.46147156,0.45755005,0.356781,0.33424377,299.16846,298.88245,299.5503,301.2339,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.10000000000005,0.47372437,0.47166443,0.37301636,0.34178162,299.18213,298.9469,299.54248,301.22607,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.9,-89.0,0.48042297,0.48197937,0.43389893,0.37617493,299.1255,298.5172,298.8335,300.1538,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-90.0,0.5018921,0.49235535,0.49639893,0.508255,299.06885,299.19104,299.27295,300.19482,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.9,0.4820099,0.47763062,0.49710083,0.5106964,297.7251,297.70667,297.90576,298.81396,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.80000000000001,0.48503113,0.48033142,0.4851532,0.49325562,296.61572,296.58167,296.76904,297.68896,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.70000000000002,0.41773987,0.41789246,0.42051697,0.42982483,295.7915,295.9176,295.97803,296.85498,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.60000000000002,0.40257263,0.4047699,0.42549133,0.42648315,296.05518,296.0797,296.1089,297.03467,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.50000000000003,0.4008789,0.4108734,0.42147827,0.34890747,297.18408,297.06213,297.05225,298.0874,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.40000000000003,0.3970337,0.40460205,0.3757019,0.28352356,297.93994,297.90393,297.99756,299.25732,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.30000000000004,0.39860535,0.40914917,0.41183472,0.31803894,298.19775,298.0055,298.00537,299.13232,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.20000000000005,0.39891052,0.40983582,0.41687012,0.32254028,298.1372,298.2047,298.20264,299.34912,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.10000000000005,0.39912415,0.4081421,0.41397095,0.32008362,298.20166,298.15784,298.1538,299.28857,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.8,-89.0,0.46769714,0.46131897,0.49450684,0.43499756,298.60205,298.2047,298.37646,299.49365,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.9,0.4915161,0.4723053,0.50668335,0.46028137,300.22314,300.34924,300.44678,301.57764,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.80000000000001,0.47491455,0.48284912,0.5102539,0.50946045,299.46338,299.5797,299.7124,300.73193,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.70000000000002,0.46842957,0.4504547,0.45185852,0.45874023,299.05322,299.40588,299.37256,300.3667,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.60000000000002,0.41970825,0.4148407,0.42767334,0.42951965,297.7837,298.04846,297.9917,298.9331,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.50000000000003,0.40281677,0.41130066,0.42185974,0.4288025,296.87158,296.89612,296.88037,297.82764,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.40000000000003,0.3988495,0.41123962,0.42341614,0.4049225,296.82666,296.81995,296.78076,297.7456,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.30000000000004,0.39820862,0.40544128,0.4252472,0.40907288,296.8286,296.71057,296.56787,297.4995,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.20000000000005,0.39796448,0.40237427,0.42514038,0.4151001,297.11572,297.03088,296.88428,297.84912,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.10000000000005,0.26228333,0.28425598,0.31788635,0.37478638,300.61377,300.58557,300.5581,300.93896,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.700000000000001,-89.0,0.31549072,0.3280182,0.3701172,0.42738342,300.46533,300.2555,300.31592,300.81982,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-90.0,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.9,,,,,,,,,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.80000000000001,0.511734,0.4724579,0.50994873,0.5093994,300.8247,301.03284,301.10303,302.13818,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.70000000000002,0.4576416,0.43856812,0.45739746,0.4568329,300.0044,300.33948,300.31396,301.29834,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.60000000000002,0.42704773,0.4174347,0.42723083,0.4277954,298.93994,299.29065,299.13232,300.10498,0,0005,2025-10-21 01:36:15.429215+00:00
2025-10-16,13.600000000000001,-89.50000000000003,0.4083557,0.4166565,0.41990662,0.42738342,297.80127,297.98596,297.80225,298.75146,0,0005,2025-10-21 01:36:15.429215+00:00
