valid_time,latitude,longitude,t2m,d2m,sp,tp,number,expver,fecha_actualizacion
2025-10-15,13.700000000000001,-89.20000000000005,295.62744,292.91064,92977.31,0.015197545,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.700000000000001,-89.10000000000005,296.6919,293.74463,94548.31,0.015548766,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.700000000000001,-89.0,297.1255,293.85205,94923.31,0.0141941905,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.80000000000001,298.70166,297.29346,101282.31,0.01774928,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.70000000000002,297.98486,297.11963,100477.31,0.018604815,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.60000000000002,296.77783,296.0669,98070.31,0.015612334,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.50000000000003,295.563,294.86572,95474.31,0.011987507,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.40000000000003,294.81104,294.24268,94024.31,0.010281712,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.30000000000004,294.93018,294.20166,93711.31,0.01245448,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.20000000000005,295.6411,294.69775,94566.31,0.0152750015,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.10000000000005,296.68604,295.46338,96206.31,0.015631676,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.600000000000001,-89.0,296.92627,295.38135,96139.31,0.014285982,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.80000000000001,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.70000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.60000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.50000000000003,297.11963,295.78564,97773.31,0.013888687,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.40000000000003,297.06885,295.86572,97988.31,0.013702869,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.30000000000004,297.03955,296.1587,98155.31,0.0102033615,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.20000000000005,298.04932,296.7876,99386.31,0.013338298,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.10000000000005,298.56885,297.04932,99988.31,0.013703406,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.500000000000002,-89.0,298.66064,296.92236,99805.31,0.012569636,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.80000000000001,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.70000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.60000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.50000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.40000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.30000000000004,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.20000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.10000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.400000000000002,-89.0,299.26807,297.49854,101347.31,0.011367053,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.80000000000001,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.70000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.60000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.50000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.40000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.30000000000004,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.20000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.10000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.300000000000002,-89.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.80000000000001,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.70000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.60000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.50000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.40000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.30000000000004,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.20000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.10000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.200000000000003,-89.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.80000000000001,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.70000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.60000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.50000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.40000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.30000000000004,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.20000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.10000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.100000000000003,-89.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-90.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.9,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.80000000000001,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.70000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.60000000000002,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.50000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.40000000000003,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.30000000000004,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.20000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.10000000000005,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
2025-10-15,13.0,-89.0,,,,,0,0005,2025-10-20 04:01:11.171476+00:00
